Time,BTC_total_value,Fiat_total_value,GRS,BTC,VTC,FTC,DGB,ETH,ZEC,ZCL,XZC,MUSIC,MONA,ZEN,BTG
1513617847,0.0009871126194761,18.325,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513617911,0.0009883116303024,18.35,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513617977,0.0009893208400544,18.386,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618039,0.0009892181673757,18.387,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618103,0.0009888978910905,18.381,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618166,0.0009907934659407,18.445,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618236,0.0009912553592667,18.447,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618299,0.0009925600923577,18.489,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618365,0.0009927813135665,18.494,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618429,0.0009931717293071,18.507,0.18381197,1.866e-05,0.22332384000000002,5.949735629999999,67.47665358,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.036498459999999996,0.0060374700000000005
1513618492,0.0010079931372833,18.825,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618555,0.0010096242412166,18.832,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618622,0.0010073817552348,18.807,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618687,0.0010067250116938,18.782,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618752,0.0010072951371099,18.764,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618828,0.0010058725884283001,18.751,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618891,0.0010058681850276003,18.727,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513618954,0.0010069763423686,18.742,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619016,0.0010085176360582,18.757,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
1513619081,0.0010100925719233,18.764,0.18381197,1.866e-05,0.22332384000000002,6.1934055,68.95191943,1.859e-05,0.00276281,0.06249967,0.01256144,0.17891316,0.33175540000000003,0.03649846,0.00642259
