Time,BTC_total_value,Fiat_total_value,BTG
1513587479,0.0007999852237280001,15.218,0.0023089399999999998
1513587494,0.0008000224438408001,15.219,0.0023089399999999998
1513587510,0.0008000224438408001,15.219,0.0023089399999999998
1513587546,0.0007979718934816003,15.177,0.05373253,1.866e-05,0.19379887,4.86029783,64.53090691,1.859e-05,0.00276281,0.05351203,0.01256144,0.17891316,0.28986671,0.02724391,0.0023089399999999998
1513587561,0.0007979718934816003,15.177,0.05373253,1.866e-05,0.19379887,4.86029783,64.53090691,1.859e-05,0.00276281,0.05351203,0.01256144,0.17891316,0.28986671,0.02724391,0.0023089399999999998
